Main_ID,RAdeg,DEdeg,PosErr,Pos_ref,Status,Spectype,Spectype_ref,Class,Compact,Compact_ref,Bursts,Bursts_ref,Mx,Mx_err,Mx_ref,Mo,Mo_err,Mo_ref,Period,Period_err,Period_ref,K2,K2_err,K2_ref,Spin period derivative,Spin period derivative_err,Spin period derivative_ref,Eccentricity,Eccentricity_err,Eccentricity_ref,Spin_period,Spin_period_err,Spin_period_ref,RV,RV_err,RV_ref,Gaia_Distance,Gaia_Distance_err_lo,Gaia_Distance_err_up,Other_Distance,Other_Distance_err,Other_Distance_ref,Merged_Dist,Globular_cluster,Comments,best_ID,HEAO_ID,HEAO_RA,HEAO_Dec,HEAO_err,HEAO_ref,UHURU4_ID,UHURU4_RA,UHURU4_Dec,UHURU4_err,UHURU4_ref,ARIEL3_ID,ARIEL3_RA,ARIEL3_Dec,ARIEL3_err,ARIEL3_ref,IGR_ID,IGR_RA,IGR_Dec,IGR_err,IGR_ref,2E_ID,2E_RA,2E_Dec,2E_err,2E_ref,ROSAT_ID,ROSAT_RA,ROSAT_Dec,ROSAT_err,ROSAT_ref,ROSATF_ID,ROSATF_RA,ROSATF_Dec,ROSATF_err,ROSATF_ref,FERMI_ID,FERMI_RA,FERMI_Dec,FERMI_err,FERMI_ref,SAX_ID,SAX_RA,SAX_Dec,SAX_err,SAX_ref,Swift_ID,Swift_RA,Swift_Dec,Swift_err,Swift_ref,XMM_ID,XMM_RA,XMM_Dec,XMM_err,XMM_ref,Chandra_ID,Chandra_RA,Chandra_Dec,Chandra_err,Chandra_ref,2MASS_ID,2MASS_RA,2MASS_Dec,2MASS_err,2MASS_ref,Gaia_ID,Gaia_RA,Gaia_Dec,Gaia_err,Gaia_ref
SAX J1805.5-2031,271.37499999999994,-20.516666666666666,2.777777777777778E-4,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAX J1805.5-2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
[OKM2018] SWIFT J1806.5-2223,271.625,-22.383333333333333,3.8888888888888887E-4,,confirmed,K,2017MNRAS.464..170K,,NS,1999NuPhS..69..228I,yes,1999NuPhS..69..228I,,,,,,,4.0,1.0,2017MNRAS.471.2508S,,,,,,,,,,,,,,,,,,,,,,,,Type I burst;1999NuPhS..69..228I;orbital period falsely reported in XRBcats; not a UCXB;2017MNRAS.471.2508S,NAME OKM2018 SWIFT J1806.5-2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
2S 1803-245,271.7,-24.583333333333332,2.777777777777778E-4,,confirmed,,,,NS,1998IAUC.6867....2M,yes,1998IAUC.6867....2M,,,,,,,9.0,,2007MNRAS.380.1637C,,,,,,,,,,,,,,,,,,,,,,,,Type I burst;1998IAUC.6867....2M;Tentative period using maximum X-ray luminosity;2007MNRAS.380.1637C;,2S 1803-245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1806.9-2455c,271.7359,-24.927,0.068395,,,,,,,,,,,,4XMM J180646.3-243510,271.693307,-24.586166,4.3401944444444447E-4,,,,,,,,,,,,0,,,,
[KRL2007b] 304,271.749584,-29.407238,2.1510166666666665E-4,,confirmed,,,,NS,2004A&A...423L...9K,,,1.47,,2011ApJ...742...17L,,,,0.668,8.33E-6,2003IAUC.8095....2M,,,,,,,,,,0.00525,4.0E-10,2004A&A...423L...9K,,,,,,,,,,,,,4XMM J180659.9-292426,,,,,,,,,,,,,,,,XTE J1807-294,271.749,-29.408,0.014999999602635702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J180659.9-292426,271.749584,-29.407238,2.1510166666666665E-4,,,,,,,,,,,,0,,,,
MAXI J1807+132,272.03144040340146,13.251502851249406,1.2248221503363716E-5,,confirmed,,,,NS,2021MNRAS.501..261A,yes,2021MNRAS.501..261A,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,-99.0,2021MNRAS.501..261A,12400.0,,Type I burst; 2021MNRAS.501..261A,Gaia DR3 4497207964419829632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J180807.4+131506,272.03113,13.25173,9.722222222222222E-4,,4XMM J180807.4+131505,272.031191,13.251526,3.737666666666667E-4,,,,,,,,,,,,4497207964419829632,272.03144040340146,13.251502851249406,1.2248221503363716E-5,
V* V4580 Sgr,272.11829298065754,-36.97988479855232,8.65445203251309E-8,,confirmed,IV-III ?,2020MNRAS.495..796G,,NS,1998A&A...338L..83G,yes,1998A&A...338L..83G,1.4,-1.0,2009MNRAS.395..884E,0.09,0.02,2008MNRAS.391.1619D,2.01,2.8E-7,1998Natur.394..346C,,,,,,,5.0E-4,,1998Natur.394..346C,0.00249,5.0E-11,1998Natur.394..346C,,,,5588.0,-1969.0,2027.0,,,,5588.0,,Type I burst;1998A&A...338L..83G;,Gaia DR3 4037867740522926848,,,,,,,,,,,,,,,,SAX J1808.4-3658,272.115,-36.979,0.00949999988079071,,,,,,,,,,,,,,,,,4FGL J1808.5-3701,272.1268,-37.0306,0.033797,,SAX J1808.4-3658,272.149,-36.98,0.034999998410542806,,2SXPS J180841.7-365843,272.17412,-36.97885,4.7222223546769884E-4,,4XMM J180841.8-365844,272.174383,-36.979166,1.0053527777777777E-4,,2CXO J180828.2-365848,272.1178745392392,-36.980075538859694,2.6564601356752484E-4,,,,,,,4037867740522926848,272.11829298065754,-36.97988479855232,8.65445203251309E-8,
XMMU J180916.5-255425,272.3187273526656,-25.90685867994731,8.114940590328642E-7,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.332,0.128,2021MNRAS.505.5957B,5332.0,NGC 6553,candidate qLMXB;2011ApJ...738..129G;,Gaia DR3 4064839684228202496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J180915.8-255423,272.31621,-25.90659,0.0015833332803514269,,4XMM J180916.4-255426,272.318543,-25.907269,1.5209083333333332E-4,,2CXO J180916.4-255425,272.3186481339902,-25.907100367743098,1.9786229515261305E-4,,,,,,,4064839684228202496,272.3187273526656,-25.90685867994731,8.114940590328642E-7,
XTE J1810-189,272.5869,-19.0698,1.6666666666666666E-4,,confirmed,,,,NS,2008ATel.1443....1M,yes,2008ATel.1443....1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,2.6,2015MNRAS.450.2915W,6100.0,,Type I burst;2008ATel.1443....1M;,XTE J1810-189,,,,,,,,,,,,,,,,XTE J1810-189,272.586,-19.07,0.006833333273728689,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J181020.7-190409,272.58652,-19.06933,3.611110978656345E-4,,,,,,,2CXO J181020.8-190410,272.5870531865153,-19.069496943562285,2.957930798695527E-4,,,,,,,0,,,,
4U 1807-10,272.675,-10.86666667,,,confirmed,,,,NS,2017AstL...43..781C,,,,,,,,,5810.0,,2008int..workE..78B,,,,,,,,,,4.45,,2008int..workE..78B,,,,,,,,,,,,Ambiguity between LMXB / HMXB;,4U 1807-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
V* V4722 Sgr,272.685136,-26.150518,1.8369333333333334E-4,,confirmed,,,,NS,2000ApJ...536..891N,yes,2000ApJ...536..891N,1.55,0.25,2017MNRAS.466..906S,,,,,,,,,,,,,,,,0.00188,,2020A&A...639A..33S,,,,,,,4.2,0.5,2017MNRAS.466..906S,4200.0,,Type I bursts;2000ApJ...536..891N;opt/IR counterpart;1999MNRAS.308L..17G;,4XMM J181044.4-260901,,,,,,,,,,,,,,,,SAX J1810.8-2609,272.685,-26.15,0.006166666746139526,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J181044.5-260901,272.68556,-26.15049,9.722222222222222E-4,,4XMM J181044.4-260901,272.685136,-26.150518,1.8369333333333334E-4,,2CXO J181044.4-260901,272.6852763770328,-26.150371843619556,1.9969581187920176E-4,,,,,,,0,,,,
MAXI J1810-222,272.75786753684736,-22.502485225719024,6.857660806013479E-9,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4066720540556334848,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1811.0-2229,272.7579,-22.5026,0.003611111111111111,,1RXS  J181011.5-222515,272.54791,-22.42083,0.006944444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS J18110189-2230087,272.757893,-22.502424,1.6666666294137637E-5,,4066720540556334848,272.75786753684736,-22.502485225719024,6.857660806013479E-9,
[RPK2014] 1,272.92439210051117,-18.67389615808719,1.9012497117122016E-8,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905.0,-234.0,235.0,,,,1905.0,,LMXB candidate classified by algorithm;2014ApJ...796...34R;,Gaia DR3 4095569590996841344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1811.5-1844,272.8936,-18.7469,0.145733,,,,,,,,,,,,4XMM J181150.5-184546,272.960587,-18.762933,7.169680555555555E-4,,2CXO J181141.9-184025,272.9249300543057,-18.673632969828574,8.20297970479647E-4,,2MASS J18114184-1840259,272.924339,-18.673868,3.3333332588275274E-5,,4095569590996841344,272.92439210051117,-18.67389615808719,1.9012497117122016E-8,
XMMU J181227.8-181234,273.116531,-18.209773,2.1615000000000002E-4,,confirmed,,,,NS,2017ATel10567....1I,yes,2017ATel10567....1I,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,2019MNRAS.486.4149G,14000.0,,Type I burst;2017ATel10567....1I;UCXB?;,4XMM J181227.9-181235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J181228.2-181239,273.11779,-18.21086,6.944444444444445E-4,,4XMM J181227.9-181235,273.116531,-18.209773,2.1615000000000002E-4,,,,,,,,,,,,0,,,,
MAXI J1813-095,273.391695101103,-9.533225964460126,1.7400865753491722E-7,,confirmed,,,,BH?,2018ATel11356....1R,,,,,,,,,,,,,,,,,,,,,,,,,,,5044.0,-2250.0,3219.0,,,,5044.0,,interloper star on the foreground;2019MNRAS.485.5235A;,Gaia DR3 4157753231313839616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J181333.7-093201,273.39069,-9.53381,9.722222222222222E-4,,4XMM J181334.0-093158,273.391768,-9.533012,5.277872222222222E-4,,,,,,,2MASS J18133397-0931582,273.391547,-9.532855,2.2222221725516848E-5,,4157753231313839616,273.391695101103,-9.533225964460126,1.7400865753491722E-7,
V* V5511 Sgr,273.41292606046187,-33.773295805024446,1.1404681536886429E-7,,confirmed,,,,NS,2003ATel..164....1M,yes,2008ApJS..179..360G,2.0,0.7,2017MNRAS.466.2261W,0.24,0.075,2017MNRAS.466.2261W,4.27,5.56E-4,2007MNRAS.375..971P,390.0,35.0,2017MNRAS.466.2261W,,,,2.4E-5,-99.0,2007MNRAS.375..971P,0.00318,2.0E-10,2003ATel..164....1M,-30.0,20.0,2017MNRAS.466.2261W,6033.0,-2226.0,1224.0,,,,6033.0,,Type I burst;2008ApJS..179..360G;,Gaia DR3 4039437121598306176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J181339.1-334623,273.413011,-33.773072,5.596572222222221E-4,,,,,,,,,,,,4039437121598306176,273.41292606046187,-33.773295805024446,1.1404681536886429E-7,
SRGA J181414.6-225604,273.56291666666664,-22.938055555555557,2.777777777777778E-4,,confirmed,M7-8 III,2022ApJ...935...36D,,,,,,,,,,,,36000.0,576.0,2022ApJ...935...36D,,,,,,,,,,,,,,,,,,,14.6,2.9,2022ApJ...935...36D,14600.0,,,SRGA J181414.6-225604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
V* V5512 Sgr,273.63121533912096,-17.1462565294827,1.1493427885903254E-7,,confirmed,K5III,1999MNRAS.306..417B,,NS,1995PASJ...47..575M,yes,1995PASJ...47..575M,,,,,,,578.0,0.4,2003ApJ...595.1086C,,,,,,,,,,0.0164,0.588,1998ApJ...499L..41H,,,,4339.0,-1948.0,1925.0,,,,4339.0,,Type I burst;1995PASJ...47..575M;,Gaia DR3 4097460063805951616,1H1811-171,273.6366,-17.1541,0.0,,,,,,,3A 1811-171,273.6366,-17.1541,0.0,,GX 13+1,273.631,-17.157,0.005000000198682149,,,,,,,,,,,,,,,,,,,,,,GX 13+1,273.625,-17.141,0.026666667064030966,,2SXPS J181429.7-170828,273.6239,-17.14115,8.611110846201579E-4,,4XMM J181431.5-170847,273.631649,-17.146508,3.745208333333333E-4,,,,,,,2MASS J18143148-1708461,273.631208,-17.146166,3.05555553899871E-5,,4097460063805951616,273.63121533912096,-17.1462565294827,1.1493427885903254E-7,
4U 1812-12,273.7757256344719,-12.096926693796117,2.367866975212932E-4,,confirmed,,,,NS,2000A&A...357..527C,yes,2000A&A...357..527C,,,,1.8,1.2,2022ApJ...931L...9A,1.91,0.06,2022ApJ...931L...9A,,,,,,,,,,,,,,,,,,,,,,,,Type I burst;2000A&A...357..527C;,2CXO J181506.1-120548,,,,,,,,,,,,,,,,M 1812-12,273.776,-12.096,0.004166666666666667,,,,,,,1WGA J1815.1-1205,273.78,-12.0933,0.013888888888888888,,,,,,,,,,,,4U 1812-12,273.779,-12.101,0.02833333412806193,,2SXPS J181505.9-120546,273.77494,-12.09632,9.722222222222222E-4,,,,,,,2CXO J181506.1-120548,273.7757256344719,-12.096926693796117,2.367866975212932E-4,,,,,,,0,,,,
V* NP Ser,274.0058035972191,-14.036598833320399,1.805973549683889E-8,,confirmed,,,,NS,1997ApJ...490L.157W,yes,2008ApJS..179..360G,,,,,,,1.4,0.1,1986ASIC..167..253L,,,,,,,,,,0.00341,8.7E-5,1997ApJ...490L.157W,,,,,,,8.0,,2002A&A...382..947K,8000.0,,Type I burst;2008ApJS..179..360G;,Gaia DR3 4146621775597340544,1H1813-140,274.0002,-14.0323,0.0,,,,,,,3A 1813-140,274.0102,-14.0322,0.0,,GX 17+2,274.006,-14.036,0.0031666666269302367,,,,,,,1WGA J1816.0-1402,274.0067,-14.036,0.003611111111111111,,,,,,,,,,,,GX 17+2,274.019,-14.015,0.026666667064030966,,,,,,,,,,,,,,,,,2MASS J18160139-1402115,274.005808,-14.036533,1.9444444527228672E-5,,4146621775597340544,274.0058035972191,-14.036598833320399,1.805973549683889E-8,
PSO J274.2181-19.6322,274.2180833333333,-19.63213888888889,2.777777777777778E-4,,confirmed,,,,NS,2022ATel15425....1B,yes,2022ATel15425....1B,,,,0.325,0.225,2022ApJ...935L..32B,4.83,1.2E-6,2022ApJ...935L..32B,,,,,,,2.0E-4,-99.0,2022ApJ...935L..32B,0.001891749888,4.0E-14,2022ApJ...935L..32B,,,,,,,8.7,-99.0,2023MNRAS.521..881M,8700.0,,Type I burst;2022ATel15425....1B;,PSO J274.2181-19.6322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
SWIFT J181723.1-164300,274.34428,-16.71737,3.055555621782939E-4,,confirmed,,,,NS,2017ATel10612....1P,yes,2017ATel10612....1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J181722.6-164302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J181722.6-164302,274.34428,-16.71737,3.055555621782939E-4,,,,,,,,,,,,,,,,,0,,,,
[KRL2007b] 312,274.4314,-33.0188,1.388888888888889E-4,,confirmed,,,,BH,2006ATel..714....1R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QPO;,[KRL2007b] 312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1817.6-3251,274.4098,-32.8557,0.077646,,,,,,,2SXPS J181743.4-330108,274.4312,-33.01891,9.722222222222222E-4,,,,,,,,,,,,,,,,,0,,,,
XTE J1818-245,274.6018,-24.5383,1.1111111111111112E-4,,confirmed,,,,BH?,2009A&A...501....1C,,,3.0,1.0,2021ApJ...912..110B,,,,,,,,,,,,,,,,,,,,,,,,,3.55,0.75,2009A&A...501....1C,3550.0,,,XTE J1818-245,,,,,,,,,,,,,,,,XTE J1818-245,274.603,-24.538,0.015666666626930236,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J181825.8-243153,274.60769,-24.53151,8.055555820465088E-4,,,,,,,,,,,,,,,,,0,,,,
3XMM J181923.7-170616,274.63262677281597,-16.948513271948936,3.245646754900615E-7,,confirmed,K3 III ?,2017ApJ...847...44Q,,NS,2017ApJ...847...44Q,,,,,,,,,,,,,,,8.5E-4,-99.0,2017ApJ...847...44Q,,,,407.904,0.007,2017ApJ...847...44Q,,,,4322.0,-1916.0,2165.0,,,,4322.0,,,Gaia DR3 4097375401410133120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1818.5-1656,274.6467,-16.9431,0.042246,,,,,,,2SXPS J181832.8-165657,274.63698,-16.94929,0.001194444497426351,,4XMM J181831.4-165654,274.631122,-16.948481,6.499030555555556E-4,,2CXO J181831.8-165655,274.63272728247944,-16.948729999675077,2.98047965063048E-4,,2MASS J18183182-1656544,274.632588,-16.948454,3.05555553899871E-5,,4097375401410133120,274.63262677281597,-16.948513271948936,3.245646754900615E-7,
SAX J1818.7+1424,274.67499999999995,14.4,2.777777777777778E-4,,confirmed,,,,NS,2002A&A...392..885C,yes,2002A&A...392..885C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type I burst;2002A&A...392..885C; no parameters,SAX J1818.7+1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
V* V4641 Sgr,274.8401,-25.4072,5.666666666666667E-9,,confirmed,B9III,2001ApJ...555..489O,,BH,2014ApJ...784....2M,,,6.4,0.6,2014ApJ...784....2M,2.9,0.4,2014ApJ...784....2M,67.6,0.01,2001ApJ...555..489O,211.0,1.0,2001ApJ...555..489O,,,,,,,,,,72.7,3.3,2005MNRAS.363..882L,4738.0,-601.0,765.0,10.8,2.5,2015ApJ...814..158P,4738.0,,IMXB;,V* V4641 Sgr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J181921.5-252429,274.83959,-25.40813,4.7222223546769884E-4,,,,,,,2CXO J181921.6-252425,274.8400691402454,-25.40718461081611,1.9755812938378214E-4,,2MASS J18192163-2524258,274.840143,-25.407167,1.6666666294137637E-5,,4053096388919082368,274.8401391909158,-25.40717851925878,5.672917597823674E-9,
MAXI J1820+070,275.0914,7.1854,1.7027777777777777E-8,,confirmed,K4V,2019ApJ...882L..21T,,BH?,2018ApJ...867L...9T,,,8.48,0.79,2020ApJ...893L..37T,0.61,0.13,2020ApJ...893L..37T,16.5,2.4E-4,2019ApJ...882L..21T,418.0,3.9,2019ApJ...882L..21T,,,,,,,,,,-21.6,2.3,2019ApJ...882L..21T,2812.0,-387.0,695.0,3.0,,2022ApJ...930....9M,2812.0,,,MAXI J1820+070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1RXS  J182022.9+071125,275.09543,7.19028,0.005833333333333334,,,,,,,,,,,,2SXPS J182021.8+071106,275.09089,7.1851,9.722222222222222E-4,,4XMM J182022.0+071108,275.091766,7.185674,3.7319888888888886E-4,,,,,,,2MASS J18202194+0711073,275.091442,7.185368,2.2222221725516848E-5,,4477902563164690816,275.0914127350555,7.185328968929734,1.7036945662564704E-8,
X Sgr X-4,275.9186837340406,-30.361379084400454,1.011582480536567E-6,,confirmed,WD ?,1987ApJ...322..842R,,NS,1976ApJ...205L.127G,yes,1976ApJ...205L.127G,1.3,0.6,2011MNRAS.415.3344K,0.065,0.015,1987ApJ...322..842R,0.192,1.94E-4,2023ApJ...951...42C,,,,,,,,,,,,,,,,,,,8.019,0.108,2021MNRAS.505.5957B,8019.0,NGC 6624,GC;Type I bursts;1976ApJ...205L.127G;,Gaia DR3 4046460698836045184,1H1820-303,275.9232,-30.3632,0.0,,,,,,,3A 1820-303,275.9232,-30.3632,0.0,,4U 1820-303,275.919,-30.361,0.003499999890724818,,,,,,,1WGA J1823.6-3021,275.9217,-30.3607,0.013888888888888888,,,,,,,4FGL J1823.5-3020,275.8915,-30.3495,0.015665,,4U 1820-303,275.927,-30.374,0.026666667064030966,,2SXPS J182340.2-302143,275.91771,-30.362,6.944444444444445E-4,,,,,,,,,,,,2MASS J18234052-3021392,275.918835,-30.36091,1.9444444527228672E-5,,4046460698836045184,275.9186837340406,-30.361379084400454,1.011582480536567E-6,
IGR J18245-2452,275.99999999999994,-24.866666666666667,2.777777777777778E-4,,confirmed,,,,NS,2013ATel.4959....1P,yes,2013ATel.4959....1P,,,,0.174,-1.0,2013Natur.501..517P,11.0,2.0E-6,2013Natur.501..517P,,,,,,,1.0E-4,-99.0,2013Natur.501..517P,0.00393,2.0E-9,2013Natur.501..517P,,,,,,,5.5,,1996AJ....112.1487H,5500.0,,Type I bursts;2013ATel.4959....1P;,IGR J18245-2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
[BSP2003] 26,276.13675142486164,-24.86892900201414,1.2165262467331358E-7,,confirmed,,,,NS?,2003ApJ...594..798B,,,,,,,,,,,,,,,,,,,,,,,,,,,4504.0,-1928.0,3275.0,5.368,0.099,2021MNRAS.505.5957B,5368.0,NGC 6626,GC; LMXB; 2012MNRAS.423.1556S,Gaia DR3 4077190502619714048,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1824.5-2451,276.1363,-24.8651,0.003611111111111111,,,,,,,4FGL J1824.6-2452,276.1614,-24.8701,0.016097,,,,,,,2SXPS J182432.7-245210,276.13642,-24.86971,4.4444445106718274E-4,,,,,,,2CXO J182432.8-245208,276.1367179306824,-24.86903806667766,1.972072967519275E-4,,,,,,,4077190502619714048,276.13675142486164,-24.86892900201414,1.2165262467331358E-7,
4U 1823-00,276.3420833333333,-0.010555555555555556,0.0016666666666666668,,confirmed,M4-5V,2007MNRAS.376.1886S,,,,,,,,,,,,3.18,0.13,2007MNRAS.376.1886S,,,,,,,,,,,,,,,,,,,6.3,2.0,2007MNRAS.376.1886S,6300.0,,Tentative donor spectral type;,4U 1823-00,1H1822+000,276.3409,-0.0108,0.0,,,,,,,3A 1822-000,276.3409,-0.0108,0.0,,4U 1822-000,276.342,-0.012,0.016999999682108562,,,,,,,1WGA J1825.3-0000,276.3471,-0.012,0.013888888888888888,,,,,,,,,,,,4U 1822-000,276.333,-0.029,0.026666667064030966,,,,,,,,,,,,,,,,,,,,,,0,,,,
V* V691 CrA,276.4450260949097,-37.10515828990595,9.855655953288079E-9,,confirmed,M2-K0,1980ApJ...242L.109M,,NS,2001ApJ...553L..43J,,,1.69,0.13,2015A&A...577A..63I,0.46,0.02,2015A&A...577A..63I,5.57,3.6E-4,2010MNRAS.409..755J,,,,-1.52E-4,2.0E-6,2001ApJ...553L..43J,,,,0.593,2.0E-5,2001ApJ...553L..43J,54.0,24.0,2003MNRAS.339..663J,6154.0,-940.0,1301.0,,,,6154.0,,,Gaia DR3 6728016172687965568,1H1822-371,276.4503,-37.1008,0.0,,,,,,,3A 1822-371,276.4803,-37.1006,0.04026337225885972,,3A 1822-371,276.445,-37.105,0.003999999910593033,,,,,,,1WGA J1825.9-3705,276.4821,-37.0945,0.003611111111111111,,,,,,,,,,,,4U 1822-371,276.477,-37.113,0.026666667064030966,,2SXPS J182546.7-370617,276.44468,-37.10488,9.722222222222222E-4,,4XMM J182546.8-370618,276.445208,-37.105056,1.9813583333333333E-4,,,,,,,2MASS J18254681-3706185,276.445055,-37.105156,2.5000000993410745E-5,,6728016172687965568,276.4450260949097,-37.10515828990595,9.855655953288079E-9,
2XMM J182833.7-103700,277.14073429454373,-10.617718269080589,6.108634794751804E-9,,confirmed,,,,NS,2002A&A...392..885C,yes,2002A&A...392..885C,,,,,,,,,,,,,,,,,,,,,,,,,1458.0,-49.0,62.0,,,,1458.0,,Type I burst;2002A&A...392..885C;,Gaia DR3 4155700546205464064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J182833.9-103705,277.14138,-10.61813,4.999999867545234E-4,,4XMM J182833.7-103702,277.14077,-10.617317,3.563802777777778E-4,,,,,,,2MASS J18283377-1037036,277.140738,-10.617674,1.9444444527228672E-5,,4155700546205464064,277.14073429454373,-10.617718269080589,6.108634794751804E-9,
F3R  673,277.22756166806,-11.448995085244674,2.204435774021679E-8,,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2532.0,-417.0,819.0,,,,2532.0,,Candidate LMXB;2010A&A...523A..92M;,Gaia DR3 4153358685199735552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J182854.5-112656,277.227352,-11.449001,2.3449055555555554E-4,,,,,,,2MASS J18285460-1126561,277.227534,-11.448937,3.05555553899871E-5,,4153358685199735552,277.22756166806,-11.448995085244674,2.204435774021679E-8,
Anon 122858.0-250145,277.2419783052941,-25.02936876699885,1.1107962992456226E-7,,confirmed,A-FV ?,2019PASJ...71..108O,,BH ?,2014A&A...563A.124F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4076998775244833280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J182858.2-250144,277.24257,-25.0291,6.111111243565878E-4,,,,,,,,,,,,,,,,,4076998775244833280,277.2419783052941,-25.02936876699885,1.1107962992456226E-7,
V* V4634 Sgr,277.36714785255793,-23.79683437272063,7.652573287487031E-8,,confirmed,,,,NS,1999ApJ...514L..27U,yes,1999ApJ...514L..27U,,,,0.19,,2010AstL...36..738M,2.25,1.5E-4,2010AstL...36..738M,,,,,,,,,,,,,,,,6964.0,-2041.0,1880.0,,,,6964.0,,Type I burst;1999ApJ...514L..27U;,Gaia DR3 4077372536242802944,,,,,,,,,,,,,,,,GS 1826-24,277.367,-23.797,0.0031666666269302367,,,,,,,1WGA J1829.4-2347,277.3683,-23.7876,0.013888888888888888,,,,,,,,,,,,GS 1826-24,277.362,-23.784,0.026666667064030966,,2SXPS J182928.2-234748,277.36753,-23.79687,9.722222222222222E-4,,4XMM J182928.1-234748,277.367218,-23.796698,5.277825E-4,,,,,,,,,,,,4077372536242802944,277.36714785255793,-23.79683437272063,7.652573287487031E-8,
